,sentence,sector
944,NHDC's assessment indicate that low income people spend about 50-60 percent of their income on house rent in Thimphu and Phuentsholing against an ideal proportion of 30 percent of income.,13
945,5.13.3 Sector Key Result Areas,13
946,5.13.4 Strategies,13
947,"Human Settlement - To ensure sustainable development of human settlements, new legislation and policies will be formulated and existing rules and regulations reviewed and improved.",13
948,"Development of valley plans, regional hub plans and rural urban development plans will be accelerated in order to contain the rural urban migration.",13
949,"Capacity strengthening of engineers, architects and planners will be given emphasis.",13
950,Housing: NHDC will explore new technologies and design innovation to reduce the cost of construction while ensuring high quality.,13
951,"Over the next five years, about 800 new units of low income housing for rental will be constructed across the country.",13
952,"To promote homeownership, about 100 units will be constructed which will be allotted to low income civil servants based on modalities such as direct purchase, lease, and purchase and installment payment basis depending on the purchasing capacity of the beneficiaries.",13
953,"Given the limited resources of the government, partnership with private sector for the provision of low-cost housing will also be explored.",13
954,5.13.5 Key Programmes,13
955,•	Enhancing human settlement in Bhutan: The development of settlement has been accorded high priority in past plans but the efforts were mostly concentrated in urban areas.,13
956,"With the creation of the Department of Human Settlement (DHS), focus will be accorded equally to both urban and rural settlements.",13
957,"The major activities in the Eleventh Plan are development of valley development plans, urban development plans and rural development plans.",13
958,The environment and disaster resilient aspects will be incorporated while developing the structural and local area plans.,13
959,"•	Promotion of affordable housing and home ownership: The NHDC will construct affordable housing particularly in Dzongkhags/towns like Thimphu, Phuentsholing, Samdrup Jongkhar, Lhuentse and Gasa where housing shortage is a major problem.",13
960,Programme details are presented in Eleventh Plan Volume II document.,13
961, Emerging Social Challenges,14
962,"With development, Bhutan is confronted with new social challenges such as those related to youth, senior citizens, single parents, orphans, differently-abled persons, domestic violence and crime.",14
963,"The rising rural-urban migration, changing urban lifestyle and exposure to information and media are giving rise to breakdowns in family relationships, drug abuse, crime and youth related problems.",14
964,"While insufficient data makes it difficult to assess the scale of these challenges, they cannot be ignored.",14
965,Many urban areas are already confronted with these challenges and for the first time the Eleventh Plan pays special attention to these issues.,14
966,5.14.1 Current Situation,14
967,"Institutional set-up - Currently, the Ministries of Health and Education are taking the initiative to address issues related to youth, orphans, differently abled person, and senior citizen issues.",14
968,The other agency responsible is the National Commission for Women and Children which was established in 2004 to fulfill Bhutan's obligations towards the Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW) and the Convention on the Rights of the Child (CRC).,14
969,"The Office of Gyalpoi Zimpon has also been providing support to the underprivileged youths, orphans and senior citizens in the form of monthly stipends and rations.",14
970,"Besides, there are a number of civil society organizations (CSO) and associations working in these areas such as:",14
971,"•	Youth Development Fund, which was established as a CSO in 1999 to provide financial support for youth development activities like leadership skills, drug rehabilitation, special education, basic skills and vocational training, advocacy research and education.",14
972,"•	Tarayana Foundation, which was established in 2003 to help the poor and disadvantaged communities become self reliant through programmes aimed at building local capacities, providing scholarships, facilitating micro-finance and housing improvement.",14
973,"•	RENEW (Respect, Educate, Nurture and Empower Women), which was established as a CSO in 2004 and is dedicated to the empowerment of women and girls in Bhutan, especially victims of domestic and gender based violence.",14
974,"RENEW provides counseling, temporary and long-term shelters, legal assistance and need-based provision of vocational training in selected skills and micro-enterprises as a way of providing opportunities to help transform lives of many	",14
975,women.,14
976,"•   Draktsho Vocational Training Centre for Special Children and Youth, established in 2001 as a CSO to empower disabled youth through training for their eventual integration into the mainstream population.",14
977,Its main focus is to equip the trainees with vocational skills to enhance their opportunities for gainful employment.,14
978,"It also aims to build their self-esteem and self-reliance, thereby making them more independent, confident and contributing members of the	",14
979,society.,14
980,"•   Ability Bhutan Society, established in 2011 as a public benefit organization (PBO).",14
981,"It provides services and facilities to address the needs of families and individuals with multiple impairments, especially children living with mental retardation, cerebral palsy, autism and multiple disabilities.",14
982,"•   Royal Society for Senior Citizens, established as a CSO in 2011 to enhance human security especially amongst its old age citizens.",14
983,"•   Lhak-Sam, established by a group of HIV positive people in September 2009 and registered as CSO in 2010.",14
984,"Its main aim is to promote a strong support system based on solidarity, social networking and people's participation for addressing and taking collective action towards effective responses to HIV/ AIDS and its impact.",14
985,"Enabling Environment - The various articles of the Constitution, in particular Article	",14
986,"7 and 9, protect the rights of an individual, women and children and mandates	",14
987,the State to take appropriate measures to eliminate all form of discrimination and	,14
988,exploitation.,14
989,"Domestic laws such as Child Adoption Act 2012, Child Care and Protection Act of	",14
990,"Bhutan 2011, Narcotic Drugs, Psychotropic Substances and Substance Abuse Act 2005	",14
991,and Rape Act 1996 have been enacted to protect the rights and welfare of individuals.,14
992,"At the international level, Bhutan is a signatory to the Convention on Elimination	",14
993,"of all Forms of Discrimination Against Women (CE DAW), Convention of Rights of	",14
994,the Child (CRC) and the UN Convention on the Rights of Persons with Disabilities.,14
995,Existing Facilities - The National Institute for the Visually Impaired established in	,14
996,1973 was the first institution established for special needs children.,14
997,"Subsequently, a number of institutions/facilities have been created for differently-abled person.",14
998,The Ministry of Education has established Changangkha Lower Secondary School in 2001 as an integrated school providing special needs education and education for the hearing impaired was introduced in Drukgyel Lower Secondary School in 2003.,14
999,"In addition, there are six other schools catering to the special needs education.",14
1000,The Ministry has also introduced the Inclusive Education programme for children with Special Education Needs (SEN) and has established a division for Special Education Needs under the Department of School Education.,14
1001,The Annual Education Statistic 2012 reports that there are about 343 students and 177 teachers in the eight special education schools.,14
1002,RENEW provides shelter homes and safe houses for the victims of family violence and their children which operate 24 hours a day.,14
1003,"The shelter provides emergency protection, food and lodging, emergency medical care, crisis intervention and counseling.",14
1004,"Draktsho provides vocational courses on tailoring, embroidery, weaving, etc.",14
1005,"and life skills such as personal management skills, sign language, safety skills, etc.",14
1006,to differently-abled persons.,14
1007,"Youth Development Fund supports women's Nazhoen Pelri Treatment and Rehabilitation Centre for Drugs and Alcohol Dependence, located in Serbithang and a number of drop in centres for alcohol and/or drug dependent people",14
1008,Royal Bhutan Police established the Youth Development and Rehabilitation Center in Tshimasham in 1999 with the aim to provide reformative training for juveniles in conflict with the law.,14
1009,"Differently-abled persons: According to the two stage child disability (aged 2-9 years) study53 carried out by NSB in 2012, the prevalence of any form disability was 21 percent.",14
1010,If mild disability was excluded then the prevalence of moderate or severe disability clubbed together was about three (2.7) percent.,14
1011,The prevalence of disability was higher among the age group 2-5 years.,14
1012,"The prevalence of cognitive disability was highest with 15 percent, followed by behavior disability 5.6 percent and fine motor 5.5 percent.",14
1013,"Senior citizens - Baseline Survey for the Royal Senior Citizens 2013 estimates that there are 101,563 senior citizen (55 years and above), of which 62 percent were males and 38 percent were females.",14
1014,53.9 percent lived in urban areas.,14
1015,"The study also revealed that 46 percent of senior citizens were cared for by families led by themselves, 23 percent were taken care of by their sons and 22 percent by daughters.",14
1016,6 percent lived with their cousins and 3 percent with other relatives.,14
1017,"The largest number of senior citizens lived in the Eastern region (35433), followed by the Southern region (28697) and least lived in the Western region (11478).",14
1018,"Domestic violence - Records with RENEW indicate that cases of domestic violence are on the rise with a total of 1,141 cases reported till now in the country.",14
1019,In the last three to four years about 300-400 cases are reported annually.,14
1020,5.14.2 Key Challenges,14
1021,There is no one overall agency within the government responsible for coordination of these emerging issues.,14
1022,Many of the issues are being currently addressed based on the initiative of various sectors or CSOs/association.,14
1023,"Further, while there are a number of CSO/associations established to address these issues, many of these CSO/authorities lack technical and financial resources to be able to comprehensively address issue.",14
1024,"Therefore, resources and coordination is a major problem.",14
1025,"Also, there are very few studies, baseline data, surveys etc to get a clear understanding of the situation and to recommend appropriate interventions.",14
1026,"Therefore, it is difficult to recommend concrete result oriented programmes to address these issues in the Eleventh Plan.",14
1027,5.14.3 Strategies,14
1028,"In order to assess the current situation and plan appropriate interventions, a more detailed study on the issues will be carried out.",14
1029,Strategies and programmes will be formulated based on these studies.,14
1030,The government's intervention will be through broad-based programmes and prioritizing issues within sectoral programmes.,14
1031,"Within the framework of Civil Society Act 2007 and based on comparative advantage of the CSOs, the government will work in close partnership with the various CSOs to address these issues.",14
1032, Sports,15
1033,"Recognizing the positive contribution of games and sports in addressing lifestyle related health problems, strengthening community vitality, and preventing juvenile delinquency, amongst other benefits, the promotion and development of sports will be actively pursued in the Eleventh Plan.",15
1034,"While efforts to promote and develop sports date back to the early seventies with the establishment of the National Sports Association in 1972 and the Bhutan Olympic Committee (BOC) in November 1983, a focused and coherent development of sports has remained lacking.",15
1035,"To address this challenge, the BOC undertook a comprehensive situational analysis of the sports sector in 2009 and further, based on the first ever nation-wide Bhutan Sports Baseline Survey 2010 (BSBS, 2010) formulated a Strategic Road Map for the development of organized sports in Bhutan",15
1036,The main thrust in the Eleventh Plan will be to establish a representative and organized sports sector that will be able to deliver sports and recreation to all and promote a vibrant sporting culture.,15
1037,Investments in sports infrastructure will receive priority.,15
1038,5.15.1 Current Situation,15
1039,"The Ministry of Education, BOC and its 15 affiliated National Sport Federations, volunteers and sports enthusiasts have been responsible for promoting sports in Bhutan.",15
1040,"The federations representing various sports are athletics, archery, badminton, basketball, boxing, body building and weight lifting, cricket, football, golf, indigenous games and sports, table tennis, taekwondo, tennis, shooting and volleyball.",15
1041,About 80 percent of all existing sports facilities in the country are owned by schools and other institutions and many of these facilities are either poorly maintained or are not accessible to local communities.,15
1042,"In Thimphu, the BOC manages various sports facilities (the national stadium including the archery range, taekwondo training centre, Olympic archery range, synthetic athletic track and field arena, table tennis hall) even though BOC does not have legal ownership over these facilities.",15
1043,5.15.2 Key Challenges,15
1044,"The major challenges include lack of infrastructure facilities, human resources capacity and financial sustainability.",15
1045,5.15.3 Sector Key Result Areas,15
1046,5.15.4 Strategies,15
1047,"The main strategy will be the implementation of the ""Strategic Vision and Road Map for Development of Sports in Bhutan"" by the BOC.",15
1048,"The government will facilitate the implementation of the road map by ensuring enabling conditions for development of sports in the form of access to land, mainstreaming sports in sector/local government policies and programmes, incentives and participation in national, regional and international sporting events.",15
1049, Preservation and Promotion of Culture,16
1050,The preservation and promotion of culture is an important pillar of GNH and one that distinguishes Bhutan's development.,16
1051,"The focus is on strengthening our unique cultural identity to reinforce national cohesion and unity that are vital for peace, stability and sovereignty of our nation.",16
1052,"Bhutan's unique identity is reflected through its language, dress, architecture, etiquette, indigenous sports, and the everyday Bhutanese way of life.",16
1053,"The traditional beliefs and customs stress respect for all sentient beings and encourage values such as tolerance, compassion, respect, and generosity.",16
1054,"The Eleventh Plan also recognizes culture as an ""evolving dynamic force"" and the need ""to strengthen and facilitate the continued evolution of traditional values and institutions that are sustainable as a progressive society57"".",16
1055,"Futhermore, the preservation and promotion of culture is accorded priority not just for strengthening our identity but also as an economic imperative for tourism and to address poverty through the development of cultural industries.",16
1056,5.16.1 Current Situation,16
1057,•	Guidelines for conservation of heritage sites by all conservation projects have been developed and are under implementation.,16
1058,•	Institutionalization of archaeology has been initiated with the establishment of an archaeology unit under the Ministry of Home & Cultural Affairs.,16
1059,•	The National Library of Bhutan has been equipped with archiving and microfilming facilities of important historical documents and records.,16
1060,A Bill on Archives of Bhutan is being formulated to strengthen the national archives system.,16
1061,"•	To promote the national language, digital Dzongkha dictionary, Dzongkha keyboard layout in phones with Android software and Dzongkha support in phones with Maemo software (eg Nokia 900 series) have been developed.",16
1062,"•	The Royal Textile Academy in Thimphu, which will serve as a textile school, museum and conservation centre, was inaugurated in June 2013.",16
1063,•	Bhutanese film and music industry is gaining increasing popularity and have completely edged out foreign films from local cinema halls.,16
1064,Since the first film,16
1065,"Gasa Lamai Singye in 1988, the industry has now produced about 300 films with an average annual production of 30 films.",16
1066,"Similarly, about 400 music albums have been marketed.",16
1067,"The industry is making significant contribution towards promotion of national language, culture and traditions and in conveying important social messages on HIV, drugs and youth related issues.",16
1068,"•	Craft Bazaar, with 80 stalls, was established in Thimphu in 2011 to showcase a wide range of authentic Bhutanese arts and crafts.",16
1069,It has facilitated in creation of a viable market for rural artisans to market their products.,16
1070,"•	The certification system, 'Made in Bhutan Seal', was launched in May 2012.",16
1071,The seal authenticates wholly produced and/or substantially transformed products with required minimum value addition within Bhutan.,16
1072,"•	Interventions to set-up craft clusters based on regional comparative advantages, raw-material banks, design banks, product development and marketing are being undertaken by newly established Agency for Promotion of Indigenous Crafts.",16
1073,5.16.2 Key Challenges,16
1074,"Overall, a plan or framework which brings together in one place all aspects of culture and traditions as well as the gaps and challenges is lacking.",16
1075,This is necessary to ensure that all aspects of culture and tradition get the required support as well as to coordinate the efforts made by various sectors.,16
1076,"Some of our local dialects, songs, dances, lozeys, festivals and rituals are in danger of extinction as there are very few people to keep these traditions alive.",16
1077,Those still practicing today are a small group of elderly people and together with them these traditions may also pass away one day.,16
1078,"The younger generations are either not keen or do not have the skills to continue these traditions, many having left their village, as a result of rural-urban migration.",16
1079,"Preserving, promoting and documenting the fading intangible cultural heritage are crucial.",16
1080,"In terms of the tangible cultural heritage, many of the rich historical, cultural and spiritual sites which existed for centuries are under threat from both natural and manmade disasters such as earthquakes, windstorms, landslides, vandalism and fire.",16
1081,"Conservation, restoration, making these sites disaster resilience, inventorying of these monuments and capacity building in conservation practices have become necessary.",16
1082,The investment required for these activities are substantial and could pose a challenge.,16
1083,Cultural industries have the potential to contribute to poverty alleviation by enhancing rural incomes.,16
1084,"However, economies of scale, quality and access to markets are among the challenges that need to be addressed to harness this potential.",16
1085,5.16.3 Sector Key Result Areas,16
1086,5.16.4 Strategies,16
1087,•	A plan for promotion and preservation of culture and traditions in all its forms will be formulated to guide the development of this important area.,16
1088,"•	The inventory and documentation of oral traditions, history, arts and objects, living expressions, and architectural knowledge will be carried out.",16
1089,"•	Performing arts, social practices, tshechus, rituals and festivals will be preserved and promoted.",16
1090,"•	Exhibitions and colloquiums on culture, religions, traditions and living expressions will be conducted.",16
1091,Eleventh Five Year Plan - Main Document Volume I,16
1092,"•	Cultural heritage sites will be conserved and restored, incorporating disaster resilient measures.",16
1093,"•	Research and documentation of performing arts (Lozay, Zhungdra, Zhey, Tsangmo and Mask dance) will be promoted.",16
1094,•	Capacity development for research and documentation on conservation and restoration measures will be carried out through trainings/workshops.,16
1095,Archival survey and documentation in 5 Dzongkhags will be carried out.,16
1096,"•	To promote cultural industries, access to finance, product development, raw material banks, craft clusters/craft bazaars and business incubators will be facilitated.",16
1097,5.16.5 Key Programmes:,16
1098,"i)	Preservation and promotion of culture, DoC, MoHCA -",16
1099,•	Preparation of a plan for promotion and preservation of culture and traditions,16
1100,•	Construction of Pemagatshel Dzong,16
1101,•	Construction of Sarpang Dzong,16
1102,•	Re-construction of Wangduephodrang Dzong,16
1103,•	Conservation of Trashigang Dzong Conservation of Gasa Dzong,16
1104,•	Renovation of Paro Ta Dzong,16
1105,•	Renovation of Phajoding Goenpa,16
1106,ii)	Expansion of Tango Buddhist College (Spillover),16
1107,"iii)	Development of Dzongkha Language, Dzongkha Development Commission",16
1108,"iv)	Promotion and development of craft industry, DCSI, MoEA",16
1109,"v)	Contemporary performing arts, art and music promoted to complement and enhance Bhutanese identity and culture, DoIM, MoIC",16
1110, Conservation of Environment,17
1111,The conservation of environment (one of the four pillars of GNH) is an integral part of our development strategy to ensure that socio-economic development efforts do not come at the cost of our natural environment.,17
1112,"Since 2009, all new policies introduced by the sectors are subject to GNH Policy Screening to assess the impact of a new policy on GNH.",17
1113,The GNH Policy Screening tool includes three variables58 on environment from the total of twenty two variables to further enhance efforts to conserve our environment.,17
1114,"Bhutan issued a declaration during the Fifteenth Conference of Parties to the United Nations Framework Convention on Climate Change (UNFCCC) in 2009 in Copenhagen, Denmark.",17
1115,"Through the declaration entitled ""Declaration of the Kingdom of Bhutan - The Land of Gross National Happiness to Save our Planet"" the government has committed to maintain Bhutan's status as a net sink for Green House Gasses by ensuring that greenhouse gas emission levels do not exceed the sequestration capacity of its forest.",17
1116,"In this context, a National Strategy and Action Plan for Low Carbon Development has been formulated in 2012.",17
1117,"Bhutan has been able to maintain its natural environment, much of it pristine, due to its strong commitment towards conservation of environment and through enactment of various legislations such as National Environment Protection Act, 2007, Environmental Assessment Act 2000, Regulation for Environmental Clearance of Projects and Regulation on Strategic Environmental Assessment 2002, Waste Prevention and Management Act of Bhutan 2009, Waste Prevention and Management Regulation 2012 and Water Act of Bhutan 2011.",17
1118,5.17.1 Current Situation,17
1119,"Currently, the national forest coverage is about 70.5 percent, which exceeds the Constitutional requirement of maintaining 60 percent forest coverage at all times.",17
1120,The high level of forest coverage has allowed Bhutan to maintain negative carbon emissions.,17
1121,"Presently, carbon emissions are about one third of the total sequestration capacity of our forest.",17
1122,Biological diversity - 51.32 percent of the country is under a protected area network which includes ten protected areas and biological corridors.,17
1123,Bhutan also falls within the top ten global biodiversity hotspots.,17
1124,The country has more than,17
1125,"58Water and air pollution, land degradation and bio-diversity health.",17
1126,1.,17
1127,Sensitive area (75µg/m3),17
1128,2.,17
1129,Mixed area (100µg/m3),17
1130,3.,17
1131,Industrial area (200µg/ m3) *µg/ m3= Micro gram per meter cube,17
1132,Standards for PM10:,17
1133,Air Pollution Index - National,17
1134,Eleventh Five Year Plan - Main Document Volume I,17
1135,"5,600 species of vascular plants, 600 species of birds and 190 species of mammals.",17
1136,26 species of mammals and 14 species of birds found in Bhutan feature in the World Conservation Union's Red List of Threatened Species59.,17
1137,Air environment - Air environment to a large extent is still unpolluted.,17
1138,"Currently, monitoring of air quality is limited to suspended particulate matter (PM10), while SOx and NOx are monitored periodically.",17
1139,"The air quality monitoring stations have been established in Gomtu, Pasakha, Bajo, Kanglung, Kurichhu and Thimphu and data from these stations are broadcast on Bhutan Broadcasting Service Television (BBS TV) and websites of BBSC,",17
1140,Kuensel and NEC for dissemination of information.,17
1141,Thimphu recorded suspended particulate matter (SPM) of 45.80µg/m3 on 17/6/201360.,17
1142,"Pasakha, Gomtu and Phuntsholing recorded significantly higher PM 10 concentration than Thimphu.",17
1143,"PM 10 concentration in most other places will be lower than Thimphu because of smaller population, fewer vehicles and less industrial activities.",17
1144,Water environment - Bhutan's water resources are mainly in the form of rivers.,17
1145,"There are four major river basins, viz.",17
1146,"Amochhu (Toorsa), Wangchhu (Raidak), Punatsangchhu (Sunkosh) and Drangmechhu (Manas).",17
1147,"The three smaller river basins include Meramachhu, Jomotshangkhachhu and Sherichhu.",17
1148,"All rivers originate within the country except Amochhu, Gongri and Kurichhu all of which originate in the southern part of the Tibetan Plateau.",17
1149,The National Environment Commission conducts water quality surveys and monitoring along major rivers and tributaries at least twice annually;,17
1150,pre- and post-monsoon.,17
1151,"The data collected through the survey indicate that the main rivers and their major tributaries, with a few exceptions, are still unpolluted.",17
1152,"The natural water quality can be characterized as highly oxygenated, slightly alkaline with low conductivity and no recorded salinities.",17
1153,"However, there are localized water pollution problems due to frequent unsanitary conditions along banks of streams and rivers (see box below).",17
1154,"Water Quality of Wangchhu, Thimphu.",17
1155,"The water quality assessment of Wangchhu which falls within the limits of the City periphery was conducted during the period March 5-9, 2012.",17
1156,The river was investigated at three different stretches for water quality assessment viz.,17
1157,"Cheri, Babesa, and",17
1158,"Khasadrapchhu, considering physical, chemical, microbiological and biological characteristics of the river.",17
1159,"Results revealed Wangchhu at Babesa highly contaminated, that measured 428 CFU/100 ml faecal coliforms, whereas at Khasadrapchu it showed indication of recovery measuring 46CFU/100 ml water.",17
1160,"Maximum permissible standard limit of faecal coliforms as recommended for Bhutan at final effluent from a sewerage treatment plant (STP) is 1,000 MPN/100 ml water.",17
1161,"At Cheri, the river was free from faecal coliforms.",17
1162,"A team also applied a bio-monitoring tool in the water quality assessment, which includes rapid field assessment of the quality of river considering bottom dwelling larvae of insects which are considered highly sensitive to the increase in pollution.",17
1163,"Results revealed no pollution (water quality class I) in Cheri, critical to heavy pollution (III/IV) in Babesa, and critical to moderate pollution (III/II) in Khasadrapchhu.",17
1164,"This problem is exacerbated in the urban centers where surface drainage, grey water sullage from domestic households and uncontrolled seepage or overflow from septic tanks and pipes enter into the watercourses.",17
1165,5.17.2 Key Challenges,17
1166,Environmental conservation is becoming increasingly challenging as we open up to meet the development needs of a growing population.,17
1167,"The key environmental challenges that the country faces relate to the nexus of environmental degradation, poverty and economic growth.",17
1168,"Population growth, increasing demand of natural resources, inappropriate technology and consumption choices, and pressures of development are the drivers of environmental degradation.",17
1169,"The ambient air and water quality, in general, still ranges from good to excellent but there are some pockets of urban and industrial areas where air and water quality is deteriorating due to vehicular and industrial pollution, construction activities, and unsanitary waste disposal.",17
1170,It is also increasingly evident that poor environmental quality has adversely affected human health.,17
1171,"The environmental problems such as lack of access to adequate clean water, clean air and energy are closely linked to poverty.",17
1172,"Interventions such as reducing indoor air pollution, protecting sources of safe drinking water, protecting soil from contamination, improved sanitation measures, and better public health governance, offer tremendous opportunities for reducing the incidence of a number of critical health problems.",17
1173,Although the Government has enacted Waste Prevention and Management Act in 2009 yet there are challenges in terms of proper waste management.,17
1174,"While there are some good practices being carried out on a pilot basis, lack of proper waste management, indiscriminate littering, open dumping of solid waste are some of the challenges faced which eventually pollutes natural environment posing serious hazards to public health.",17
1175,"While the waste regulation is being revised, education, awareness and advocacy programmes are very critical for proper waste management.",17
1176,"With the ever increasing development activities and industries, a challenge to the environment and planning sector is the cumulative effect of the combined activities on the ecosystem within a given space.",17
1177,The challenge of the task lies in the lack of capacity within the National Environment Commission to undertake such a huge activity.,17
1178,"Another major set of challenges arises from emerging global environmental concerns such as climate change, global warming, stratospheric ozone depletion, and biodiversity loss.",17
1179,The key is to operationalize the principle of common but differentiated responsibility of countries in relation to these problems.,17
1180,"At the same time, multilateral regimes and programmes responding to these global environmental issues must not adversely impact the development opportunities of developing countries.",17
1181,The major challenge faced by the sector in implementation of the legislation pertains to lack of human resources and capacity.,17
1182,Water Security - Water is an important natural resource for basic survival of all living beings.,17
1183,"It is also a vital resource for our agriculture, hydropower projects and industries.",17
1184,"Bhutan has one of the world's highest per capita availability of water with long-term mean annual flow estimated at 73,000 million m3 per annum and the per capita water availability estimated at 100,000 m3.",17
1185,"On the demand side, the gross consumptive demand is estimated to increase from 422 million m3 in 2002 to 541 million m3 in 2022.",17
1186,"Non-consumptive demand, in the form of hydropower demand, is estimated to increase from 6,700 million m3 in 2002 to 26,900 million m3 in 202262.",17
1187,"While at macro level the per capita water availability is high, at local levels access to water is a serious concern with several places facing water shortages.",17
1188,Only 78 percent of the population has access to safe drinking water and about 12.5 percent of arable land is irrigated63.,17
1189,"The 2002 water supply adequacy analysis carried out in 28 urban towns, as part of Water Resource Management Plan preparation, revealed that 11 towns faced water shortages and another seven more towns would face water constraints by 201364.",17
1190,"Till recently, surface water was the main source for drinking water but some towns like Thimphu, Gelephu and Samdrup Jongkhar have now resorted to exploring ground water due to acute water shortages.",17
1191,"Similarly, despite abundance of water resources at macro level, arable land is largely dependent on rains.",17
1192,"In the absence of rain, farmers are forced to leave their land fallow and this has direct impact on poverty and national food and nutrition security goals.",17
1193,Many irrigation channels constructed in the past remains unutilized due to lack of water.,17
1194,"In the Tenth Plan, to enhance paddy production extensive network of new irrigation schemes were constructed in targeted Dzongkhags but without adequate and reliable water source these schemes may not benefit the farmers.",17
1195,"Further, hydropower sector is the major contributor to the national revenue.",17
1196,"However, the level of revenue it contributes depends on hydrological factors.",17
1197,"In 2011, electricity sector experienced negative growth mainly due to hydrological risk.",17
1198,Hydropower not only contributes to export earnings but it is also one of the main reasons for enhancing competitiveness of many of our industries due to cheap electricity.,17
1199,"Recognizing the importance of water, the government enacted Water Act in 2011 and formulated of Water Vision 2025 and Water Policy.",17
1200,"However, issues of coordination among different stakeholders;",17
1201,water rights issues;,17
1202,"water conservation, management and utilization;",17
1203,etc remain a challenge.,17
1204,Human-wildlife conflict - The success of environment conservation has created a new challenge of human-wildlife conflict affecting all 20 Dzongkhags.,17
1205,In some of the Dzongkhags farmers have stopped cultivating due to the loss of crops to wildlife.,17
1206,It is estimated that annual crop loss ranges from 0.3 to 18 percent of the total household income.,17
1207,"To achieve food security, addressing this issue will be essential.",17
1208,5.17.3	Sector Key Result Areas,17
1209,5.17.4 Strategies,17
1210,The key strategies include:,17
1211,•	Implementation of the National Strategy and Action Plan for Low Carbon Development 2012.,17
1212,•	Mainstreaming of environment across all sectoral and local government programmes and projects.,17
1213,"In this context, the Eleventh Plan SKRAs are formulated based on the four pillars of GNH and this requires all sectors/ local governments to address environmental issues.",17
1214,"A mainstreaming framework has been developed to guide sectors and local governments in the integration of cross cutting issues in plans, programmes and activities.",17
1215,Eleventh Five Year Plan - Main Document Volume I,17
1216,•	Water security will be strengthened through the development of integrated water resource management plan and better coordination.,17
1217,This will be further supported through the enforcement of Water Act and development of water regulation.,17
1218,"•	Environmental assessment process will be strengthened through establishment of four regional environment offices which also aims to deliver prompt, professional and effective public services.",17
1219,This will be supported with the development of online environmental clearance system.,17
1220,•	Conducting strategic environmental assessment for hydropower projects and transmission lines and carrying capacity of the mines and industries to ensure sustainable development and inter-generational equity.,17
1221,•	Sustainable production and utilization of timber and non-timber forest based products will be pursued through sustainable forestry management practices.,17
1222,"•	To address the issue of human-wildlife conflict, the Ministry of Agriculture and Forest will construct solar-powered electric fence, provide electric fence energizer and will continue with Gewog level insurance programs for livestock and crops from endowment funds.",17
1223,The Ministry will also carry out a study to understand ecology and behavioral aspects of the main conflict species and develop a strategy to address the issue on a permanent basis.,17
1224,5.17.5 Key Programmes,17
1225,•	Sustainable Management of Forest Landscapes and Conservation of Biodiversity,17
1226,•	Integrated watershed management and,17
1227,•	National bio-diversity conservation,17
1228,Programme details are presented in Eleventh Plan Volume II document.,17
1229,Good Governance,18
1230,The fourth pillar of GNH is Good Governance as it provides an enabling environment that is vital for sustainable and equitable socio-economic development.,18
1231,"Bhutan has made good progress in strengthening governance through promotion of transparency, efficiency and accountability in the political and administrative processes.",18
1232,"The Eleventh Plan will continue to place emphasis on further strengthening governance by strengthening democracy, improving public service delivery, promoting gender equality, curbing corruption and enhancing safety.",18
1233,5.18.1 Current Situation,18
1234,Democracy and Decentralization - The second Parliamentary elections was held on 13 July 2013 and the Peoples Democratic Party was elected to form the second government for a term of five years.,18
1235,"Further, the Parliament passed the Local Government Act 2009, which translated the important constitutional principle of decentralized governance into law and mandated the formation of local governments for the development, management and administration of areas under their jurisdiction.",18
1236,"Accordingly, the first local government elections were held in 2011 and the next local government elections are scheduled to be held in 2016.",18
1237,"Also, the government has initiated number of proactive measures to further strengthen the process of decentralization, including the introduction of Gewog Based Planning process in the Ninth Plan and the rationalized formula based annual grants system for all local government from the Tenth Plan.",18
1238,The formula for local government annual grants was reviewed and revised64 and the Eleventh Plan resource envelop to the local governments are based on the revised resource allocation formula.,18
1239,"Public Service Management - To promote meritocracy, enhance efficiency, transparency, professionalism and accountability in the civil service, number of civil service reforms have been implemented such as the Position Classification System in 2006, the Civil Service Act 2010 and the revised Civil Service Rules and Regulations 2012.",18
1240,"Currently, there are 24,275 civil servants providing public services delivery.",18
1241,"64Revised resource allocation formula includes multi-dimensional poverty index, transport cost index, population and geographical area.",18
1242,"In addition, to strengthen performance of government agencies, the Government Performance Management System (GPMS) has been developed, Agencification Guidelines framed and 136 most commonly availed Government to Citizen Services - G2C services such as birth and death registration, trade licenses, timber permit etc - simplified and automated.",18
1243,Gender equality - The Constitution guarantees equality for all its citizens including women.,18
1244,"Furthermore, it contains special provisions to eliminate all forms of discrimination and exploitation65 against women including trafficking, prostitution, abuse, violence, harassment, intimidation, degrading treatment and economic exploitation.",18
1245,"In the area of inheritance, traditional customs favour women who have greater access to land and ownership.",18
1246,"Although female literacy rate has improved from less than 40 percent in 2010 to 55 percent68 in 2012, it remains low compared to the male literacy rate of 72 percent.",18
1247,The national Gender Parity Index (GPI) is reported at 1.0267.,18
1248,"This indicates that on the whole, the correct proportions of females in relation to males are enrolled in the education system and there is no gender inequality in the Bhutanese education system.",18
1249,Female civil servants account for 32 percent68 of the total civil servants.,18
1250,"In absolute terms, the number of female civil servants increased from 2,180 in 1996 to 7,926 in 2012.",18
