,sentence,sector,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9
520,"Availability of water is a concern not only for industry, but also, increasingly, for human consumption: a number of water reservoirs around the country are run-ning low, while dependency on water supply via other countries is not sustaina-ble.",5,0,0.126108374,0.290883666,0,0.082266539,0.050574713,0.032392894,0.030061892,0.526599326
521,"Cabinet therefore issued a directive to the Ministry of Agriculture, Water and Forestry to ensure security of water.",5,0,0,0.110144928,0,0,0,0,0.046153846,0.357426071
522,"There are a number of options on how to address the water constraint, but the most important ones include desalination, aquifer recharge, the recycling and reuse of water in industries, and the construction of large dams.",5,0,0,0.080515298,0,0,0.051851852,0,0,0.320964088
523,Such dams are also important for irrigation and the Green Scheme development.,5,0,0,0,0,0.06398719,0,0.226474741,0,0
524,"As with elec-tricity, it is possible to address the demand side through water-saving technolo-gies in industries and households, e.g. by using dry rather than flush toilet sys-tems in rural areas.",5,0,0.028571429,0.067590266,0,0.039932852,0,0.058386517,0.053313846,0.202006228
525,"By 2017, increased access to water for human consumption from 85.5% to 100% of the population as well as sufficient water reserves for industriali-sation.",5,0,0,0.226793262,0,0.052631579,0,0.041467305,0.078272605,0.317450787
526,Housing is another area where Namibia is found to be wanting.,5,0,0.180952381,0,0,0,0,0,0.157407719,0
527,"The majority of households in Namibia, especially those with low income, do not have access to affordable housing.",5,0,0.244564913,0,0,0,0.065923426,0.107226107,0.198819788,0.062322566
528,Over the years there has been an unsustainable increase in informal settlements in and around our towns and cities.,5,0,0.210989011,0,0,0,0,0,0,0
529,"If this challenge is not addressed head-on, the probable result is a colossal health hazard.",5,0,0,0,0.064777328,0,0,0.153069591,0.153846154,0
530,Two of the key bottlenecks identified for the lack of houses in the low-income bracket are the shortage of serviced land and the deficiency of appropriate funding mecha-nisms.,5,0,0.102857143,0,0,0,0,0.035151515,0,0.049411765
531,"Due to the high demand for houses and the lack of supply, house prices have skyrocketed.",5,0,0.097362593,0,0,0.121278315,0,0.107226107,0,0
532,"There is a need for the central Government to financially assist lo-cal authorities to increase the supply of serviced residential land as well as re-view the National Housing Policy, specifically with regard to the provision of funding for low-income housing.",5,0,0.083397683,0.035252644,0,0.035396406,0,0.186194057,0.166594672,0.042925278
533,It is also important for us to review the distribu-tion methods used by local authorities to ensure that households in real need of housing enjoy priority.,5,0,0,0,0,0,0,0.073197476,0.032124024,0
534,"By 2017, Namibia will have a robust and effective housing delivery pro-gramme where affordability is the key feature of the programme; and that 60 per cent of households will be living in modern houses from 41 per cent in 2009/2010.",5,0.051185325,0.057940396,0,0,0,0,0.27333196,0.085078362,0
535,"Namibia has made tremendous progress in ICT development and rolling out new technologies, including internet technologies, since 2002.",5,0,0,0,0,0.158308634,0,0,0,0
536,"By 2012, for example, Namibia was able to boast a network coverage for mobile phones of close to 100% of the population: certainly no small achievement ‰ÛÒ taking into considera-tion the low population density and vast areas to be covered.",5,0,0.114285714,0.036024845,0,0,0,0,0.027106227,0
537,"The Government also recognises that the Internet is becoming a basic component of civic life, an aim for which Namibia needs to strive in respect of becoming a knowledge-based economy by 2030.",5,0,0.10262727,0.042525337,0,0.046736091,0.04886437,0.064407776,0,0.045384863
538,"Furthermore, ICT is important for social and economic mobility, increased democracy ‰ÛÒ especially that of democratising information, and economic growth.",5,0,0,0,0,0,0,0.04456328,0,0
539,The development of information infrastructure and affordable access to it would be a shortcut to economic growth in Namibia.,5,0,0,0,0,0.053180465,0,0.096969697,0.138461538,0
540,"In general, ICT tends to be associated with improvements in product development and productivity.",5,0,0,0,0,0.057752541,0.064055823,0.13805419,0.132051834,0.060556976
541,"Thus, the exploitation of the latest technologies may give our target industries a competitive advantage.",5,0,0.045953292,0.105482166,0,0.172541477,0,0,0,0
542,Production systems and skilled jobs in the NDP4‰Ûªs target economic sectors are based on ICT.,5,0,0.041485611,0.047979011,0,0,0,0.340387723,0,0
543,"There is urgency, there-fore, in developing skilled jobs and engaging all Namibians to become technolog-ically ready.",5,0,0,0,0,0,0,0.061504836,0,0
544,"Competitiveness today is measured on our ability to adapt and inno-vate, not on the amount or price of mineral or other natural resources we are able to export.",5,0,0,0.041161758,0,0,0.053333333,0,0,0.049411765
545,"By 2017, adequate ICT infrastructure will be in place to facilitate economic development and competitiveness through innovation, research and de-velopment: Availability of latest technologies score improves to 6.0 from 5.5.(according to the World Economic Forum).",5,0,0,0,0,0.075245173,0,0,0.052347291,0
546,"In line with our desire to become a trade and logistics hub, taking the No. 1 spot as the most competitive tourist destination in sub-Saharan Africa, as well as our desire to increase the manufacturing sector‰Ûªs contribution to GDP, the NDP4 will pursue the following high-level economic infrastructure strategies:",5,0,0.228495033,0.061118213,0,0.032993677,0.038157337,0.170083739,0.041652874,0.075367914
547,Ensure the timely expansion of the Port of Walvis Bay so that it remains the most efficient port along the west coast of Africa,5,0,0,0,0.045865806,0.045865806,0,0,0,0
548,"Fix the core rail network and ensure compliance with SADC standards in order to transport goods safely and efficiently from the port to various destinations, and take pressure off the road network",5,0,0.029519491,0.036498284,0.039037259,0.12136061,0.050574713,0.150216394,0.139406777,0
549,"Ensure an appropriate balance between the construction of new roads and the maintenance of existing ones, and ensure that such new roads are in alignment with national development objectives",5,0,0.02986964,0.072824323,0,0.041293067,0.106666667,0.172604631,0.128338188,0
550,"Ensure aviation security and upgrade airport facilities to create synergies be-tween the maritime, road and rail transport of goods, and to be able to handle more traffic in line with increased tourist arrivals",5,0,0,0,0,0.071927868,0.095238095,0.164759413,0.104563408,0.087394958
551,"Ensure that the country can deliver its own baseload power supply by investing in infrastructure that produces a desired energy mix, thereby addressing de-mand and ensuring that key industries have sufficient supply, while taking into account our objective to maintain a clean environment",5,0,0.083525155,0.032990661,0,0.075441649,0,0,0.025288684,0
552,Financially assist local authorities to increase the supply of serviced residential land as well as review the National Housing Policy.,5,0,0.043697479,0.051150895,0,0.049525224,0,0.206246835,0.154187272,0.058823529
553,"Ensure water security for human consumption and industrial development though recharging strategic aquifers, recycling and reusing water and by other means, as well as addressing the demand side through water-saving technolo-gies",5,0,0,0.222947458,0,0.168787784,0.046544851,0.08614867,0.030061892,0.398637914
554,"Ensure that we have access to affordable modern and reliable ICT infrastructure to promote business efficiency, and that there is deeper penetration of broad-band Internet in rural communities in order to minimise the digital divide and contribute toward unleashing the potential of rural development through en-hanced market intelligence, and",5,0,0,0.02777325,0.033119377,0.066065972,0,0.025789813,0.070376432,0
555,"Put in place a funding mechanism, including a PPP framework, to ensure delivery of infrastructure while maintaining macroeconomic stability.",5,0.062368674,0.157722466,0,0,0,0,0.04247419,0.116617923,0
